timestamp,jobid,n,processes,threads,distribution,schedule,computation_time,total_time,primes_found
2026-09-17T14:27:45Z,140416,100000000,8,2,block,dynamic,5.199680,5.736281,5761455
2026-09-17T14:27:46Z,140414,100000000,4,8,cyclic,dynamic,2.085796,3.021059,5761455
2026-09-17T14:27:46Z,140418,100000000,8,2,weighted,static,3.729802,4.308245,5761455
2026-09-17T14:27:46Z,140415,100000000,4,8,weighted,dynamic,1.824742,2.488275,5761455
2026-09-17T14:27:49Z,140415,100000000,4,8,weighted,dynamic,1.827520,2.433681,5761455
2026-09-17T14:27:49Z,140414,100000000,4,8,cyclic,dynamic,2.226738,3.142023,5761455
2026-09-17T14:27:50Z,140409,100000000,4,2,weighted,guided,7.178137,7.814144,5761455
2026-09-17T14:27:51Z,140417,100000000,8,2,cyclic,static,6.644043,7.624568,5761455
2026-09-17T14:27:51Z,140416,100000000,8,2,block,dynamic,4.639161,5.189888,5761455
2026-09-17T14:27:51Z,140418,100000000,8,2,weighted,static,3.722766,4.455659,5761455
2026-09-17T14:27:52Z,140415,100000000,4,8,weighted,dynamic,1.825477,2.430741,5761455
2026-09-17T14:27:53Z,140399,100000000,2,2,cyclic,guided,17.975204,18.792782,5761455
2026-09-17T14:27:53Z,140414,100000000,4,8,cyclic,dynamic,2.274102,3.231442,5761455
2026-09-17T14:27:55Z,140415,100000000,4,8,weighted,dynamic,1.937868,2.553912,5761455
2026-09-17T14:27:56Z,140417,100000000,8,2,cyclic,static,3.351695,4.319426,5761455
2026-09-17T14:27:56Z,140400,100000000,2,2,weighted,guided,15.671029,16.275617,5761455
2026-09-17T14:27:56Z,140414,100000000,4,8,cyclic,guided,2.152057,3.129557,5761455
2026-09-17T14:27:56Z,140418,100000000,8,2,weighted,static,3.718094,4.480754,5761455
2026-09-17T14:27:57Z,140416,100000000,8,2,block,dynamic,4.985240,5.525848,5761455
2026-09-17T14:27:58Z,140415,100000000,4,8,weighted,dynamic,1.824831,2.469652,5761455
2026-09-17T14:27:58Z,140409,100000000,4,2,weighted,guided,7.183697,7.820244,5761455
2026-09-17T14:27:59Z,140398,100000000,2,2,block,guided,16.766899,17.275213,5761455
2026-09-17T14:28:00Z,140414,100000000,4,8,cyclic,guided,2.128711,3.111335,5761455
2026-09-17T14:28:01Z,140415,100000000,4,8,weighted,guided,1.858186,2.529782,5761455
2026-09-17T14:28:01Z,140417,100000000,8,2,cyclic,static,3.472828,4.440550,5761455
2026-09-17T14:28:02Z,140418,100000000,8,2,weighted,static,3.829035,4.523571,5761455
2026-09-17T14:28:04Z,140415,100000000,4,8,weighted,guided,1.824036,2.550449,5761455
2026-09-17T14:28:04Z,140416,100000000,8,2,block,dynamic,4.963802,5.472471,5761455
